experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ListTargetsAndObstacles
my_experiment,salad-c67d32da-29ab-4a07-912d-95dbfe3d4204,1,1,1,1,10.13384,10.14,RandomTargetSpawner (ChildTargetTracker)
