experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ListTargetsAndObstacles
my_experiment,sift-3bf186ca-ba7b-4953-814d-5eaa2f234217,1,1,1,1,4.328947,4.36,null
