experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ListTargetsAndObstacles,ListTargetHitEvents
my_experiment,flint-c2c1744f-038d-44e6-952b-ddc3a23365fc,1,1,1,1,2.898616,2.9,RandomTargetSpawner (ChildTargetTracker),
