experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ListTargetsAndObstacles
my_experiment,petri-ce7a25ee-4675-4bc1-a0e4-90ed91b4c3f3,1,1,1,1,3.866541,5.36,null
