experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ListTargetsAndObstacles
my_experiment,aroma-f8aaffd9-fa72-4d5b-b1a1-b291f1c3326c,1,1,1,1,52.25287,84.68,null
