experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ListTargetsAndObstacles
my_experiment,whiff-299d4cff-fd2d-407a-a762-675f0412bf27,1,1,1,1,4.33083,4.34,RandomTargetSpawner (ChildTargetTracker)
